txn_id,from_account,to_account,amount,timestamp,txn_type,channel,location,kyc_risk,company
T236,A0346,A1478,267993.83,2025-05-18T05:38:00,TRANSFER,NEFT,Hyderabad,0.27,LMN Ltd
T237,A0635,A0730,56083.51,2025-02-02T02:57:00,TRANSFER,UPI,Chennai,0.7,-
T238,A0946,A0397,268022.16,2025-04-03T22:24:00,WITHDRAWAL,CASH,Chennai,0.42,-
T239,A1471,A1467,260851.22,2025-02-19T08:28:00,TRANSFER,UPI,Bangalore,0.82,ABC Corp
T240,A0076,A1014,219495.19,2025-03-07T00:30:00,DEPOSIT,UPI,Mumbai,0.91,LMN Ltd
T241,A1384,A0191,137956.9,2025-04-14T12:14:00,DEPOSIT,NEFT,Chennai,0.3,LMN Ltd
T242,A0648,A0157,51936.33,2025-01-09T21:07:00,TRANSFER,RTGS,Hyderabad,0.0,XYZ Pvt Ltd
T243,A0298,A1237,190693.9,2025-02-16T12:19:00,TRANSFER,IMPS,Chennai,0.94,XYZ Pvt Ltd
T244,A0274,A1375,196487.07,2025-02-20T10:24:00,PAYMENT,NEFT,Hyderabad,0.92,ABC Corp
T245,A0916,A0456,222814.46,2025-01-07T14:51:00,PAYMENT,UPI,Mumbai,0.89,-
T246,A0962,A0047,239566.02,2025-02-16T11:30:00,WITHDRAWAL,UPI,Hyderabad,0.24,ABC Corp
T247,A0819,A1493,283012.01,2025-03-02T20:26:00,PAYMENT,IMPS,Hyderabad,0.04,LMN Ltd
T248,A0636,A0841,252645.96,2025-04-08T16:46:00,PAYMENT,NEFT,Delhi,0.03,XYZ Pvt Ltd
T249,A0080,A0732,5398.69,2025-04-15T15:30:00,WITHDRAWAL,IMPS,Mumbai,0.51,XYZ Pvt Ltd
T250,A0400,A1036,150813.05,2025-03-01T23:21:00,PAYMENT,UPI,Delhi,0.47,-
T251,A0812,A1181,13455.9,2025-03-17T02:56:00,PAYMENT,UPI,Chennai,0.62,ABC Corp
T252,A0211,A1074,189868.8,2025-03-17T14:46:00,DEPOSIT,CASH,Hyderabad,0.62,LMN Ltd
T253,A1237,A1451,68720.71,2025-02-16T14:33:00,TRANSFER,CASH,Mumbai,0.07,XYZ Pvt Ltd
T254,A0862,A0612,96228.59,2025-01-14T00:21:00,PAYMENT,NEFT,Hyderabad,0.92,ABC Corp
T255,A0417,A1276,70210.38,2025-01-31T23:45:00,DEPOSIT,NEFT,Hyderabad,0.78,LMN Ltd
T256,A0089,A0140,59673.22,2025-04-15T22:24:00,WITHDRAWAL,RTGS,Delhi,0.44,XYZ Pvt Ltd
T257,A0186,A0099,114333.87,2025-03-07T15:32:00,TRANSFER,IMPS,Hyderabad,0.75,LMN Ltd
T258,A0133,A0858,271487.25,2025-03-23T00:50:00,DEPOSIT,IMPS,Bangalore,0.93,ABC Corp
T259,A0574,A1389,282477.83,2025-05-03T02:14:00,TRANSFER,RTGS,Bangalore,0.57,LMN Ltd
T260,A1406,A0188,42663.64,2025-01-15T19:08:00,PAYMENT,RTGS,Chennai,0.99,LMN Ltd
T261,A0926,A0126,242620.2,2025-02-25T13:29:00,PAYMENT,IMPS,Hyderabad,0.16,XYZ Pvt Ltd
T262,A1290,A1132,140285.32,2025-04-13T14:15:00,WITHDRAWAL,CASH,Mumbai,0.14,ABC Corp
T263,A0826,A0280,52888.97,2025-01-14T13:02:00,DEPOSIT,CASH,Mumbai,0.89,LMN Ltd
T264,A0011,A0674,291938.12,2025-05-01T18:20:00,TRANSFER,UPI,Delhi,0.29,ABC Corp
T265,A0055,A1282,268934.88,2025-04-18T22:42:00,PAYMENT,NEFT,Mumbai,0.62,-
T266,A1401,A1083,44754.05,2025-04-06T14:59:00,DEPOSIT,IMPS,Mumbai,0.93,ABC Corp
T267,A0846,A0936,57786.46,2025-01-07T06:53:00,WITHDRAWAL,UPI,Bangalore,0.29,XYZ Pvt Ltd
T268,A1136,A0998,237933.68,2025-01-28T05:35:00,PAYMENT,IMPS,Bangalore,0.97,-
T269,A0883,A1239,195002.74,2025-03-08T17:31:00,TRANSFER,NEFT,Bangalore,0.39,LMN Ltd
T270,A0382,A0454,53500.44,2025-03-16T06:03:00,DEPOSIT,CASH,Chennai,0.38,LMN Ltd
T271,A0483,A0875,86671.97,2025-01-29T13:31:00,WITHDRAWAL,RTGS,Hyderabad,0.77,XYZ Pvt Ltd
T272,A0449,A0148,104245.06,2025-03-11T13:38:00,TRANSFER,UPI,Mumbai,0.45,ABC Corp
T273,A1045,A0625,113706.38,2025-02-17T05:41:00,PAYMENT,RTGS,Chennai,0.39,XYZ Pvt Ltd
T274,A0888,A0752,148467.7,2025-01-15T08:37:00,TRANSFER,NEFT,Delhi,0.69,-
T275,A1367,A0285,102034.23,2025-01-15T08:14:00,DEPOSIT,IMPS,Delhi,0.7,-
T276,A0697,A1497,32872.3,2025-01-05T20:26:00,WITHDRAWAL,NEFT,Hyderabad,0.39,XYZ Pvt Ltd
T277,A0880,A0728,70974.48,2025-03-04T10:56:00,TRANSFER,RTGS,Mumbai,0.39,ABC Corp
T278,A1351,A0025,103575.89,2025-02-27T19:48:00,PAYMENT,NEFT,Hyderabad,0.48,XYZ Pvt Ltd
T279,A1071,A0591,34686.72,2025-05-19T07:40:00,DEPOSIT,UPI,Mumbai,0.77,-
T280,A1183,A0265,132151.75,2025-03-30T14:48:00,TRANSFER,RTGS,Chennai,0.67,ABC Corp
T281,A0879,A0713,280359.2,2025-01-25T00:42:00,WITHDRAWAL,RTGS,Hyderabad,0.34,XYZ Pvt Ltd
T282,A0554,A0801,207478.98,2025-01-18T14:05:00,DEPOSIT,CASH,Bangalore,0.8,ABC Corp
T283,A1466,A1280,14152.9,2025-01-01T12:45:00,PAYMENT,RTGS,Hyderabad,0.8,XYZ Pvt Ltd
T284,A0897,A1455,243388.56,2025-02-04T07:48:00,PAYMENT,RTGS,Hyderabad,0.72,ABC Corp
T285,A0235,A1422,56291.37,2025-04-08T19:23:00,PAYMENT,UPI,Bangalore,0.34,-
T286,A0847,A0314,125322.45,2025-04-05T22:26:00,TRANSFER,CASH,Chennai,0.47,LMN Ltd
T287,A1498,A0056,186116.64,2025-02-15T15:47:00,PAYMENT,UPI,Hyderabad,0.7,ABC Corp
T288,A0474,A0757,58592.59,2025-03-07T02:49:00,TRANSFER,IMPS,Chennai,0.73,LMN Ltd
T289,A0246,A0404,55369.19,2025-04-08T01:20:00,PAYMENT,RTGS,Hyderabad,0.04,ABC Corp
T290,A1166,A1201,201235.67,2025-02-26T19:38:00,TRANSFER,NEFT,Bangalore,0.41,-
T291,A0703,A0462,124947.26,2025-04-11T06:31:00,DEPOSIT,NEFT,Delhi,0.27,XYZ Pvt Ltd
T292,A0048,A1432,97456.01,2025-03-07T01:08:00,DEPOSIT,RTGS,Bangalore,0.47,XYZ Pvt Ltd
T293,A0775,A0097,275397.88,2025-02-10T16:56:00,WITHDRAWAL,CASH,Delhi,0.61,ABC Corp
T294,A0041,A1178,165507.08,2025-03-31T15:12:00,TRANSFER,CASH,Bangalore,0.45,ABC Corp
T295,A0263,A1201,230125.26,2025-03-03T20:21:00,TRANSFER,CASH,Delhi,0.63,XYZ Pvt Ltd
T296,A0680,A0840,7136.34,2025-05-17T06:41:00,DEPOSIT,CASH,Hyderabad,0.59,-
T297,A1187,A0532,74271.5,2025-01-18T01:05:00,DEPOSIT,UPI,Mumbai,0.41,XYZ Pvt Ltd
T298,A0123,A0162,283185.17,2025-03-27T13:06:00,PAYMENT,CASH,Mumbai,0.3,XYZ Pvt Ltd
T299,A0177,A0062,119073.54,2025-04-09T10:08:00,WITHDRAWAL,UPI,Hyderabad,0.05,ABC Corp
T300,A1351,A1327,71817.65,2025-05-05T20:45:00,DEPOSIT,IMPS,Delhi,0.75,-
T301,A0292,A0839,10272.91,2025-02-05T20:05:00,WITHDRAWAL,RTGS,Mumbai,0.66,LMN Ltd
T302,A1313,A0283,120552.06,2025-05-19T04:03:00,DEPOSIT,UPI,Hyderabad,0.61,ABC Corp
T303,A1219,A1234,252869.41,2025-01-12T12:46:00,DEPOSIT,NEFT,Mumbai,0.71,XYZ Pvt Ltd
T304,A0333,A0501,107891.68,2025-05-08T01:36:00,PAYMENT,IMPS,Bangalore,0.32,XYZ Pvt Ltd
T305,A1441,A0476,131618.05,2025-03-31T04:05:00,PAYMENT,IMPS,Mumbai,0.11,ABC Corp
T306,A0534,A0863,31235.47,2025-05-06T10:11:00,TRANSFER,UPI,Bangalore,0.22,-
T307,A1356,A0047,271774.08,2025-03-18T04:34:00,PAYMENT,CASH,Chennai,0.8,ABC Corp
T308,A0715,A0257,181321.28,2025-05-18T18:30:00,PAYMENT,NEFT,Chennai,0.76,LMN Ltd
T309,A0942,A1010,248245.8,2025-03-02T17:42:00,TRANSFER,RTGS,Mumbai,0.9,LMN Ltd
T310,A0117,A1226,212229.86,2025-02-14T18:57:00,TRANSFER,UPI,Mumbai,0.65,ABC Corp
T311,A0020,A0618,73479.35,2025-04-23T16:50:00,TRANSFER,CASH,Mumbai,0.43,ABC Corp
T312,A0032,A1315,219355.97,2025-03-07T05:08:00,PAYMENT,CASH,Delhi,0.85,-
T313,A1493,A0066,25701.6,2025-04-11T06:37:00,WITHDRAWAL,RTGS,Mumbai,0.3,XYZ Pvt Ltd
T314,A0913,A1300,178301.06,2025-01-03T07:39:00,PAYMENT,NEFT,Chennai,0.85,XYZ Pvt Ltd
T315,A0294,A1099,268661.45,2025-04-12T23:04:00,WITHDRAWAL,NEFT,Bangalore,0.12,XYZ Pvt Ltd
T316,A0658,A0190,20946.66,2025-02-03T18:52:00,WITHDRAWAL,RTGS,Chennai,0.89,ABC Corp
T317,A0813,A0987,287706.83,2025-04-23T01:31:00,DEPOSIT,IMPS,Mumbai,0.27,LMN Ltd
T318,A0715,A0875,246706.77,2025-05-10T08:27:00,DEPOSIT,UPI,Chennai,0.55,XYZ Pvt Ltd
T319,A0150,A0987,219319.13,2025-05-08T03:11:00,TRANSFER,RTGS,Mumbai,0.58,ABC Corp
T320,A0169,A0918,106143.74,2025-05-17T14:22:00,WITHDRAWAL,CASH,Bangalore,0.9,XYZ Pvt Ltd
T321,A0902,A0142,88008.72,2025-05-11T05:19:00,TRANSFER,IMPS,Bangalore,0.72,-
T322,A1238,A0336,176092.14,2025-04-03T06:13:00,PAYMENT,CASH,Hyderabad,0.96,ABC Corp
T323,A0650,A1243,206715.19,2025-03-15T11:05:00,TRANSFER,RTGS,Bangalore,0.32,ABC Corp
T324,A0066,A0058,263220.65,2025-05-01T00:56:00,DEPOSIT,UPI,Chennai,0.07,XYZ Pvt Ltd
T325,A1496,A0244,223559.71,2025-03-29T03:52:00,DEPOSIT,NEFT,Hyderabad,0.75,XYZ Pvt Ltd
T326,A0028,A0279,74519.46,2025-02-16T00:26:00,TRANSFER,NEFT,Chennai,0.31,-
T327,A1312,A0976,286721.92,2025-02-19T20:29:00,TRANSFER,NEFT,Delhi,0.87,XYZ Pvt Ltd
T328,A1101,A0257,27539.25,2025-03-14T09:20:00,PAYMENT,CASH,Mumbai,0.04,ABC Corp
T329,A0247,A0804,128393.35,2025-02-26T04:53:00,DEPOSIT,CASH,Chennai,0.74,-
T330,A0049,A0681,183369.76,2025-03-24T00:04:00,PAYMENT,UPI,Mumbai,0.56,XYZ Pvt Ltd
T331,A0061,A0652,209104.09,2025-02-19T00:20:00,PAYMENT,NEFT,Bangalore,0.05,XYZ Pvt Ltd
T332,A1188,A0321,84614.78,2025-02-04T07:27:00,PAYMENT,CASH,Chennai,0.82,-
T333,A1409,A0264,229961.46,2025-02-20T11:16:00,PAYMENT,IMPS,Bangalore,0.37,XYZ Pvt Ltd
T334,A1496,A0043,253944.56,2025-03-17T12:03:00,PAYMENT,UPI,Mumbai,0.69,-
T335,A0176,A1479,15102.71,2025-03-03T13:02:00,TRANSFER,RTGS,Mumbai,0.19,ABC Corp
T336,A0881,A0400,179590.94,2025-03-05T02:33:00,PAYMENT,UPI,Chennai,0.09,XYZ Pvt Ltd
T337,A1376,A1158,117152.51,2025-04-22T12:08:00,PAYMENT,RTGS,Hyderabad,0.76,LMN Ltd
T338,A1066,A0293,255800.59,2025-01-20T01:00:00,PAYMENT,IMPS,Hyderabad,0.43,LMN Ltd
T339,A0902,A0353,140584.34,2025-04-17T15:21:00,TRANSFER,NEFT,Chennai,0.94,-
T340,A0960,A1325,42726.24,2025-05-09T11:05:00,PAYMENT,NEFT,Hyderabad,0.12,XYZ Pvt Ltd
T341,A1280,A1127,77077.73,2025-04-10T08:49:00,DEPOSIT,UPI,Delhi,0.71,XYZ Pvt Ltd
T342,A1104,A0176,96724.83,2025-02-08T18:30:00,PAYMENT,NEFT,Hyderabad,0.88,-
T343,A1410,A0163,167692.98,2025-02-13T14:35:00,PAYMENT,RTGS,Delhi,0.94,-
T344,A0136,A0457,297378.56,2025-01-11T22:01:00,TRANSFER,UPI,Delhi,0.42,-
T345,A0874,A0008,140045.11,2025-02-18T11:12:00,PAYMENT,NEFT,Bangalore,0.25,ABC Corp
T346,A0886,A0773,261632.09,2025-04-10T06:25:00,PAYMENT,RTGS,Chennai,0.04,ABC Corp
T347,A0546,A1483,167168.06,2025-03-19T08:25:00,TRANSFER,NEFT,Hyderabad,0.64,XYZ Pvt Ltd
T348,A1034,A0119,153140.66,2025-05-07T23:58:00,WITHDRAWAL,RTGS,Hyderabad,0.71,ABC Corp
T349,A0509,A1331,64434.96,2025-05-06T14:39:00,DEPOSIT,UPI,Mumbai,0.56,ABC Corp
T350,A0142,A0856,151361.62,2025-02-13T03:22:00,PAYMENT,UPI,Hyderabad,0.22,ABC Corp
T351,A0463,A0934,167164.84,2025-05-07T16:25:00,DEPOSIT,NEFT,Bangalore,0.71,ABC Corp
T352,A0440,A1467,65463.95,2025-01-05T22:07:00,PAYMENT,CASH,Delhi,0.14,LMN Ltd
T353,A0645,A0845,8553.01,2025-04-04T10:59:00,WITHDRAWAL,CASH,Hyderabad,0.42,LMN Ltd
T354,A1242,A1061,247442.21,2025-04-03T10:44:00,DEPOSIT,UPI,Bangalore,0.35,XYZ Pvt Ltd
T355,A1059,A0282,88483.24,2025-01-19T14:47:00,WITHDRAWAL,IMPS,Chennai,0.42,XYZ Pvt Ltd
T356,A0592,A1498,14095.76,2025-04-09T12:39:00,TRANSFER,CASH,Delhi,0.17,LMN Ltd
T357,A0769,A0935,295476.89,2025-03-15T19:54:00,WITHDRAWAL,NEFT,Mumbai,0.37,-
T358,A0636,A0585,192212.82,2025-02-21T02:41:00,PAYMENT,IMPS,Hyderabad,0.94,XYZ Pvt Ltd
T359,A0286,A1418,107276.65,2025-02-09T17:34:00,TRANSFER,UPI,Delhi,0.24,-
T360,A0841,A0160,248114.1,2025-05-19T07:14:00,DEPOSIT,RTGS,Mumbai,0.13,XYZ Pvt Ltd
T361,A0086,A1120,223090.26,2025-04-25T07:44:00,TRANSFER,NEFT,Hyderabad,0.7,ABC Corp
T362,A0084,A0866,201683.46,2025-02-21T10:42:00,DEPOSIT,CASH,Delhi,0.67,ABC Corp
T363,A1130,A1220,290427.81,2025-05-12T10:13:00,DEPOSIT,CASH,Hyderabad,0.17,XYZ Pvt Ltd
T364,A0281,A1138,122470.31,2025-01-07T13:57:00,TRANSFER,IMPS,Hyderabad,0.05,LMN Ltd
T365,A0288,A0863,54329.11,2025-01-31T11:30:00,TRANSFER,UPI,Bangalore,0.69,ABC Corp
T366,A0546,A1014,55190.54,2025-05-19T09:11:00,DEPOSIT,CASH,Mumbai,0.56,XYZ Pvt Ltd
T367,A0816,A0699,157626.64,2025-01-16T04:07:00,DEPOSIT,UPI,Hyderabad,0.23,-
T368,A0417,A1488,294056.89,2025-01-14T22:01:00,PAYMENT,NEFT,Hyderabad,0.08,-
T369,A0462,A1287,239564.18,2025-02-28T00:36:00,DEPOSIT,RTGS,Delhi,0.01,LMN Ltd
T370,A0316,A1043,240169.03,2025-05-04T16:40:00,WITHDRAWAL,IMPS,Mumbai,0.92,LMN Ltd
T371,A1094,A1274,229984.98,2025-03-10T13:49:00,DEPOSIT,IMPS,Bangalore,0.04,XYZ Pvt Ltd
T372,A0943,A0580,271996.01,2025-02-23T00:29:00,TRANSFER,NEFT,Hyderabad,0.3,ABC Corp
T373,A1313,A0336,29000.18,2025-01-31T21:08:00,TRANSFER,RTGS,Bangalore,0.03,-
T374,A0538,A0354,46646.04,2025-01-01T03:27:00,TRANSFER,NEFT,Chennai,0.07,LMN Ltd
T375,A0141,A0049,192852.07,2025-05-04T13:48:00,WITHDRAWAL,IMPS,Hyderabad,0.2,ABC Corp
T376,A1413,A0162,138439.13,2025-04-25T08:29:00,DEPOSIT,RTGS,Chennai,0.1,LMN Ltd
T377,A0508,A0112,66431.86,2025-01-24T10:29:00,DEPOSIT,IMPS,Delhi,0.52,LMN Ltd
T378,A0876,A0046,127030.74,2025-02-21T19:10:00,PAYMENT,NEFT,Bangalore,0.9,ABC Corp
T379,A0313,A0948,115545.83,2025-02-21T17:12:00,DEPOSIT,IMPS,Delhi,0.54,LMN Ltd
T380,A0344,A0027,177098.46,2025-04-04T01:58:00,WITHDRAWAL,NEFT,Hyderabad,0.29,ABC Corp
T381,A0420,A0315,29322.3,2025-05-06T06:45:00,WITHDRAWAL,UPI,Mumbai,0.02,XYZ Pvt Ltd
T382,A0247,A0949,130807.3,2025-01-30T21:16:00,TRANSFER,IMPS,Mumbai,0.92,ABC Corp
T383,A0655,A0581,137513.83,2025-04-19T04:04:00,PAYMENT,IMPS,Hyderabad,0.41,ABC Corp
T384,A1093,A1368,94057.39,2025-04-29T17:55:00,DEPOSIT,RTGS,Mumbai,0.05,XYZ Pvt Ltd
T385,A0265,A0318,113360.2,2025-02-24T12:46:00,WITHDRAWAL,UPI,Bangalore,0.76,LMN Ltd
T386,A1086,A0987,240614.31,2025-04-03T08:39:00,TRANSFER,UPI,Chennai,0.33,ABC Corp
T387,A1283,A0527,18584.62,2025-03-22T22:28:00,WITHDRAWAL,RTGS,Delhi,0.11,-
T388,A0808,A0363,108012.55,2025-03-18T15:28:00,TRANSFER,CASH,Chennai,0.79,-
T389,A1215,A0998,250295.61,2025-02-21T13:15:00,DEPOSIT,UPI,Bangalore,0.19,ABC Corp
T390,A0061,A0990,169676.14,2025-02-09T05:22:00,PAYMENT,IMPS,Delhi,0.45,LMN Ltd
T391,A0388,A0436,139726.27,2025-05-09T23:40:00,DEPOSIT,RTGS,Chennai,0.13,ABC Corp
T392,A1482,A0592,147177.14,2025-02-06T21:19:00,WITHDRAWAL,CASH,Bangalore,0.6,-
T393,A0510,A0987,27361.34,2025-03-12T02:48:00,DEPOSIT,NEFT,Bangalore,0.18,-
T394,A0987,A0949,150054.91,2025-01-20T09:41:00,DEPOSIT,UPI,Bangalore,0.69,-
T395,A1035,A0526,31234.88,2025-02-03T23:22:00,TRANSFER,CASH,Mumbai,0.95,LMN Ltd
T396,A1350,A0249,221439.48,2025-02-25T18:01:00,TRANSFER,RTGS,Bangalore,0.82,ABC Corp
T397,A0859,A0485,39946.88,2025-02-11T02:09:00,WITHDRAWAL,NEFT,Chennai,0.88,-
T398,A0067,A0337,93751.3,2025-04-30T21:26:00,WITHDRAWAL,CASH,Bangalore,0.1,ABC Corp
T399,A0207,A1300,181203.38,2025-04-26T23:25:00,TRANSFER,NEFT,Chennai,0.46,-
T400,A0283,A0740,1735.32,2025-04-16T04:50:00,WITHDRAWAL,IMPS,Hyderabad,0.1,XYZ Pvt Ltd
T401,A0950,A0721,278467.33,2025-05-13T10:54:00,WITHDRAWAL,NEFT,Hyderabad,0.51,XYZ Pvt Ltd
T402,A0679,A0260,197808.82,2025-01-10T08:31:00,PAYMENT,CASH,Bangalore,0.32,-
T403,A0781,A0304,68171.69,2025-03-01T03:16:00,DEPOSIT,UPI,Bangalore,0.11,LMN Ltd
T404,A0585,A0005,37515.24,2025-02-19T20:52:00,DEPOSIT,RTGS,Chennai,0.93,ABC Corp
T405,A1284,A1430,190816.96,2025-04-05T08:26:00,WITHDRAWAL,CASH,Chennai,0.67,XYZ Pvt Ltd
T406,A0466,A0746,212183.21,2025-01-27T15:02:00,DEPOSIT,RTGS,Delhi,0.32,ABC Corp
T407,A0368,A1139,292247.37,2025-01-30T14:17:00,DEPOSIT,UPI,Bangalore,0.82,LMN Ltd
T408,A1454,A1415,264916.69,2025-04-07T19:56:00,DEPOSIT,RTGS,Bangalore,0.32,XYZ Pvt Ltd
T409,A0913,A0554,199828.92,2025-02-28T19:22:00,TRANSFER,UPI,Hyderabad,0.54,-
T410,A0212,A1178,79694.42,2025-05-14T19:18:00,WITHDRAWAL,RTGS,Bangalore,0.45,ABC Corp
T411,A0355,A0712,271750.43,2025-02-07T09:26:00,TRANSFER,UPI,Chennai,0.15,-
T412,A1239,A1301,71763.51,2025-03-16T05:11:00,PAYMENT,CASH,Hyderabad,0.46,-
T413,A0796,A1067,153562.91,2025-03-30T19:05:00,TRANSFER,CASH,Hyderabad,0.37,XYZ Pvt Ltd
T414,A0082,A0248,228058.26,2025-02-17T01:47:00,PAYMENT,RTGS,Mumbai,0.01,ABC Corp
T415,A1285,A0107,167153.42,2025-02-17T18:34:00,TRANSFER,RTGS,Mumbai,0.43,-
T416,A1108,A0880,275858.6,2025-02-27T20:59:00,WITHDRAWAL,NEFT,Delhi,0.16,-
T417,A1256,A0761,95068.89,2025-04-14T17:33:00,TRANSFER,IMPS,Hyderabad,0.39,LMN Ltd
T418,A0785,A0405,201510.86,2025-04-21T23:10:00,TRANSFER,UPI,Delhi,0.5,XYZ Pvt Ltd
T419,A1498,A0008,252374.42,2025-04-14T07:58:00,TRANSFER,NEFT,Mumbai,0.87,LMN Ltd
T420,A1331,A0962,115036.4,2025-05-04T00:05:00,WITHDRAWAL,CASH,Bangalore,0.82,-
T421,A1201,A0819,155128.56,2025-01-20T05:21:00,DEPOSIT,UPI,Mumbai,0.34,XYZ Pvt Ltd
T422,A0995,A0664,56344.08,2025-01-03T01:37:00,PAYMENT,UPI,Hyderabad,0.12,-
T423,A1213,A1238,273016.25,2025-01-27T09:37:00,WITHDRAWAL,UPI,Chennai,0.07,XYZ Pvt Ltd
T424,A0034,A1132,167774.41,2025-01-13T06:59:00,WITHDRAWAL,RTGS,Mumbai,0.58,-
T425,A0392,A0195,27826.86,2025-04-15T07:36:00,WITHDRAWAL,RTGS,Delhi,0.47,XYZ Pvt Ltd
T426,A0218,A0419,96219.9,2025-04-14T05:36:00,PAYMENT,NEFT,Mumbai,0.64,-
T427,A0944,A0327,231638.23,2025-03-01T18:10:00,PAYMENT,IMPS,Bangalore,0.26,ABC Corp
T428,A1118,A1368,19106.44,2025-01-17T01:03:00,PAYMENT,NEFT,Hyderabad,0.31,-
T429,A0798,A0506,276043.34,2025-03-18T19:15:00,DEPOSIT,RTGS,Chennai,0.85,XYZ Pvt Ltd
T430,A1052,A0879,12435.24,2025-03-01T16:08:00,DEPOSIT,CASH,Delhi,0.44,XYZ Pvt Ltd
T431,A1316,A1238,157177.06,2025-05-01T14:59:00,PAYMENT,CASH,Hyderabad,0.74,-
T432,A0345,A0925,142909.36,2025-01-26T23:44:00,DEPOSIT,RTGS,Delhi,0.89,ABC Corp
T433,A1497,A0151,161882.95,2025-03-29T13:04:00,WITHDRAWAL,IMPS,Delhi,0.58,XYZ Pvt Ltd
T434,A1223,A1160,211598.87,2025-05-10T07:25:00,DEPOSIT,UPI,Mumbai,0.7,LMN Ltd
T435,A0967,A1289,9561.71,2025-01-21T17:30:00,TRANSFER,IMPS,Mumbai,0.85,ABC Corp
T436,A0867,A0198,267020.7,2025-01-13T16:58:00,TRANSFER,UPI,Bangalore,0.06,LMN Ltd
T437,A1226,A0622,47930.16,2025-02-24T23:25:00,DEPOSIT,UPI,Bangalore,0.41,ABC Corp
T438,A1180,A1003,80727.24,2025-04-28T01:29:00,DEPOSIT,IMPS,Chennai,0.34,XYZ Pvt Ltd
T439,A0775,A0524,105952.35,2025-04-23T09:39:00,PAYMENT,NEFT,Chennai,0.4,-
T440,A1093,A0183,253274.85,2025-01-06T10:19:00,WITHDRAWAL,CASH,Mumbai,0.41,ABC Corp
T441,A1131,A1340,39199.02,2025-04-20T22:10:00,DEPOSIT,UPI,Delhi,0.5,ABC Corp
T442,A0127,A1135,47116.78,2025-05-08T18:31:00,WITHDRAWAL,NEFT,Bangalore,0.58,LMN Ltd
T443,A0404,A1461,79053.65,2025-03-02T12:33:00,DEPOSIT,UPI,Delhi,0.91,-
T444,A0242,A0005,19352.14,2025-05-03T17:52:00,TRANSFER,UPI,Chennai,0.53,LMN Ltd
T445,A1453,A0094,96131.34,2025-05-05T19:14:00,WITHDRAWAL,UPI,Bangalore,0.0,-
T446,A1493,A1303,297742.18,2025-01-09T08:54:00,TRANSFER,IMPS,Delhi,0.82,LMN Ltd
T447,A0971,A1182,116591.87,2025-01-28T19:44:00,TRANSFER,UPI,Mumbai,0.2,LMN Ltd
T448,A0522,A0539,230351.98,2025-05-16T23:58:00,TRANSFER,NEFT,Chennai,0.3,ABC Corp
T449,A0947,A0790,275066.99,2025-05-12T08:57:00,TRANSFER,RTGS,Mumbai,1.0,XYZ Pvt Ltd
T450,A1045,A1100,20664.17,2025-04-18T08:29:00,DEPOSIT,RTGS,Bangalore,0.83,ABC Corp
T451,A0735,A1266,22610.4,2025-04-17T11:56:00,WITHDRAWAL,IMPS,Hyderabad,0.08,LMN Ltd
T452,A1323,A0265,233145.64,2025-01-18T22:22:00,DEPOSIT,UPI,Bangalore,0.09,-
T453,A0771,A0291,110967.72,2025-05-12T08:41:00,WITHDRAWAL,NEFT,Delhi,0.29,XYZ Pvt Ltd
T454,A0960,A0024,81373.54,2025-03-09T15:41:00,TRANSFER,IMPS,Chennai,0.97,LMN Ltd
T455,A0361,A0606,185043.16,2025-05-07T16:39:00,PAYMENT,NEFT,Chennai,0.48,XYZ Pvt Ltd
T456,A0218,A1375,16780.77,2025-01-09T15:16:00,DEPOSIT,IMPS,Delhi,0.32,LMN Ltd
T457,A0468,A0534,155922.16,2025-01-17T17:36:00,TRANSFER,IMPS,Delhi,0.65,-
T458,A0755,A0914,127575.89,2025-01-05T05:41:00,DEPOSIT,CASH,Delhi,0.81,ABC Corp
T459,A0263,A0860,84291.26,2025-04-05T07:17:00,PAYMENT,CASH,Mumbai,0.96,XYZ Pvt Ltd
T460,A0291,A1175,234829.58,2025-04-25T17:29:00,TRANSFER,NEFT,Chennai,0.02,LMN Ltd
T461,A1428,A1407,89725.25,2025-01-10T19:10:00,DEPOSIT,UPI,Chennai,0.07,LMN Ltd
T462,A1465,A0797,287266.69,2025-01-14T04:18:00,DEPOSIT,CASH,Delhi,0.48,LMN Ltd
T463,A0948,A0608,98139.29,2025-05-02T07:33:00,PAYMENT,UPI,Hyderabad,0.85,XYZ Pvt Ltd
T464,A0418,A1438,235584.03,2025-05-08T08:07:00,TRANSFER,RTGS,Hyderabad,0.1,LMN Ltd
T465,A0114,A1224,133556.02,2025-05-10T16:49:00,PAYMENT,NEFT,Hyderabad,0.31,-
T466,A0548,A0435,24388.64,2025-01-30T15:37:00,PAYMENT,IMPS,Mumbai,0.26,XYZ Pvt Ltd
T467,A0768,A1031,93948.52,2025-01-05T04:26:00,PAYMENT,IMPS,Chennai,0.04,XYZ Pvt Ltd
T468,A0998,A0423,52456.83,2025-04-09T22:16:00,DEPOSIT,UPI,Mumbai,0.7,-
T469,A0656,A0088,53882.75,2025-04-11T22:05:00,PAYMENT,IMPS,Hyderabad,0.66,ABC Corp
T470,A0491,A0238,181986.31,2025-05-14T16:10:00,PAYMENT,IMPS,Hyderabad,0.85,XYZ Pvt Ltd
T471,A0425,A0299,24879.12,2025-05-15T09:05:00,DEPOSIT,CASH,Bangalore,0.4,ABC Corp
